PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
821632,Metformin Sandoz XR Tab 500mg 120,44123970,9322838018769,Metformin Hcl Xr 500mg Tab,5,,4.73,4.3
821659,Metformin Sandoz XR Tab 1000mg 60,44123971,9322838018776,Metformin Hcl Xr 1g Tab,5,,4.73,4.3
821683,Swisse Nutra+ 2Fl + Mood Tab 60,01-FA9-30791,93576208,,2,,40.82,37.11
821748,Neo Synephrine Inj 1% 1ml x25,18005411,10310185180013,Phenylephrine Hydrochloride 1% Inj,6,,1359.03,1235.48
821756,CH Own Paracetamol Tab 20,7006927,9350299013283,Paracetamol 500mg Tab,2,,1.49,1.35
821780,Surgigel Ster 3ml Sach 144,5000023731,9319912030373,,8,,16.75,16.75
821799,T/Skin Rcvry Crm Pain Rlf 100g,TRT100,609580181002,,2,,20.6,18.73
821802,T/Skin ArthritisCrmJnt&Mobility100g,TAT100,609580101000,,2,,20.6,18.73
821829,T/Skin Magn Crm Muscle Supp 100g,TMT100,609580131007,,2,,15.79,14.35
821853,Surgigel Plus Ster 3ml Sach 144,5000023732,9319912030380,,8,,16.75,16.75
821896,Surgigel Ster Lub Gel Tube 45g,5000023730,9319912030298,,8,,5.6,5.6
821918,Parecoxib Sandoz 40mg Pwdr Inj x10,44107294,9322838015805,Parecoxib Sodium 40mg Pwdr Inj,6,,55.2,50.18
821934,TheraBreath OralRinse GumCare 473ml,5109,9310320004642,,2,,16.25,14.77
821950,TheraBreath Oral Rinse Wht 473ml,5123,9310320004666,,2,,16.25,14.77
821969,Colg TPaste Optic Wht 40g x12,61047961,8850006954409,,2,,41.62,37.84
822027,Colg TBr Trvl Sft 1Pk x12,61048788,8850006954935,,2,,36.93,33.57
822078,Colg MF MWash W/Melon 100ml x12,61047677,93575690,,2,,28.08,25.53
822094,Oral B Vtly Kids Cln Frozen,80811805,4987176271853,,2,,45.87,41.7
822108,Oral B Vtly Kids Cln Spiderman,80811806,4987176271860,,2,,45.87,41.7
822159,Olay Super Serum 30ml,80740452,75609208768,,2,,52.91,48.1
822175,Olay Super Serum Nght Rep 30ml,80744002,75609209000,,2,,52.91,48.1
822191,Listerine T/Care MWash 500ml,79627724,9300607090109,,2,,7.61,6.92
822213,Dermal Thrpy ONgt Face Rep 40g,DT24004246,9329224004245,,2,,15.71,14.28
822221,Skin Ritual Castor Oil 200ml,BASCAS200,9360939000139,,2,,10.1,9.18
822299,Skin Ritual Gent Skn Clns 100ml,CLEGEN100,9360939000054,,2,,8.64,7.85
822329,Skin Ritual AHA-BHA FoamFWash 150ml,WASAHA150,9360939000047,,2,,15.57,14.15
822345,Skin Ritual Niacin Serum 30ml,SERNIA030,9360939000122,,2,,8.64,7.85
822353,Skin Ritual Vit C Face Serum 30ml,SERVTC030,9360939000092,,2,,11.23,10.21
822361,Skin Ritual Beginner Plng Soln 30ml,PEE15A030,9360939000078,,2,,17.27,15.7
822485,Skin Ritual AHA+BHA Plng Soln 30ml,PEE30A030,9360939000061,,2,,17.27,15.7
822515,Skin Ritual MulbMndlc AcidPeel 30ml,PEEMUL030,9360939000030,,2,,17.27,15.7
822523,Skin Ritual VitC Crmd OFr Moist 50g,MOIVTC050,9360939000115,,2,,12.95,11.77
822558,Skin Ritual Crmd HA Int Moist 100ml,MOICHA100,9360939000108,,2,,10.07,9.15
822574,Skin Ritual AntiHairFall SPoo 250ml,SHAAHF250,9360939000177,,2,,14.69,13.35
822590,Skin Ritual AntiHairFall Oil 250ml,OILAHF250,9360939000191,,2,,21.58,19.62
822647,Skin Ritual Cond Rosm 250ml,CONRHG250,9360939000160,,2,,14.69,13.35
822655,Skin Ritual SPoo Rosm 250ml,SHARHG250,9360939000153,,2,,14.69,13.35
822663,Skin Ritual HairGrowthOilRosm 250ml,OILRHG250,9360939000146,,2,,21.58,19.62
822671,Skin Ritual KA LG Soap 75g TwnPk,SOAKOJ075,9360939000009,,2,,6.9,6.27
822698,Skin Ritual SalicA ChrcSoap75gTwnPk,SOASAL075,9360939000023,,2,,7.02,6.38
822701,Skin Ritual Vit C Soap 100g,SOAVTC100,9360939000016,,2,,6.88,6.25
822752,FluQuadri 2025 PFS No Ndl 0.5ml x5,338747,9329670000150,Vaccine Influenza 0.5ml Syr,6,,44.84,40.76
822760,Fluzone Hi Dose QIV 2025 PFS x5,351944,9329670000297,Vaccine Influenza 0.7ml Syr,6,,272.28,247.53
822795,BN Ult One A Day Cap 28,BNCaps_Ultra_OneADay,796548144909,,2,,26.11,23.74
822809,BN Chews Van & lime Tab 60,BNChews-Lime,9361495012826,,2,,26.11,23.74
822817,APO Escitalopram Tab 20mg Blst 28,9650,9338475096503,Escitalopram 20mg Tab,5,,2.98,2.71
822825,Dutasteride/TamsulosinSNZ500/400 30,44100950,9322838015065,Dutasteride 500mcg Tamsulosin Hcl Cap,5,,18.71,17.01
822841,Telfast H/Fvr Tab 120mg 10,353948,9351791001853,Fexofenadine 120mg,2,,9.49,8.63
822868,Telfast H/Fvr Tab 120mg 30,354508,9351791002164,Fexofenadine 120mg,2,,28.8,26.18
822884,Telfast 180mg Tab 10,353945,9351791001822,Fexofenadine Hydrochloride 180mg,2,,13.38,12.16
822949,Telfast 180mg Tab 50,353952,9351791001891,Fexofenadine Hydrochloride 180mg,2,,45.2,41.09
822957,T/Plant TTree Oil 100ml,TT1010100,9312146010401,,2,,19.04,17.31
822973,Novadac Once Dly Gel 30g,1261105,9338689003908,Clindamycin 1% Benzoyl Peroxide 5% Gel,6,,29.95,29.95
822981,CH Own C-ZineH/FvrAlrgy Tab 10mg 70,7010009,9350299013115,,2,,9.57,8.7
823031,Living Hlthy Magn Glyn Pwdr 240mg,L669W240G-E,9342050007730,,2,,21.44,19.49
823066,Living Hlthy Magn Glyn 500mg Cap100,L668W100-E,9342050007747,,2,,19.6,17.82
823074,SFI Hlth Meno Soothe Cap 60,1260665,9329771001193,,2,,23.74,21.58
823082,SFI Hlth Meno Thrive Cap 60,1260664,9329771001186,,2,,29.45,26.77
823090,Vitaceuticals AdvLTheaninePlusCap30,VCLT30,9358278000231,,2,,18.47,16.79
823104,CH Own Allermist NSpry 17ml,7006872,9350299013382,,2,,26.6,24.18
823112,APH Alrgy & H/Fvr Rlf NSpry 17ml,101566,9338475325245,,2,,24.17,21.97
823139,NL Lysine 1200mg Tab 60,NS3784,9400581053784,,2,,17.09,15.54
823155,Demazin H/Fvr Alrgy Tab 10,104598,9314057018415,,2,,7.91,7.19
823163,Hydralyte PlusSprtEff LemLim Tab 20,HSPELL20SR8,9317039002570,,2,,11.2,10.18
823198,Hydralyte Plus Sprt Eff Bry Tab 20,HSPEBE20SR8,9317039002587,,2,,11.2,10.18
823201,Hydralyte PlusSprt LemLim Pwdr 900g,HSPTLL900,9317039002594,,2,,43.1,39.18
823228,SFI Hlth Meno Vital Pwdr 270g,1260666,9329771001209,,2,,41.78,37.98
823244,Hydralyte Plus Sprt Orng Pwdr 900g,HSPTOR900,9317039002600,,2,,43.1,39.18
823309,HydralytePlusSprtEffBlBryBlastTab20,HSPEBB20SR8,9317039002617,,2,,11.2,10.18
823317,Waxsol Ear Drps 0.5% Btle 10ml,7010139,9323610018441,,2,,12.02,10.93
823325,Hydralyte Plus Sprt W/Melon Pwdr900,HSPTWR900,9317039002624,,2,,43.1,39.18
823368,BioGaia Prodentis Loz Mnt 30,111265,9421908069226,,2,,27.07,24.61
823376,Dapsomed Tab 100mg 100,DAP101,9346438001204,Dapsone 100mg Tab,5,,406.26,369.33
823384,BS Self Tan Foam U/Dk Exps 200ml,BS323,810020179231,,2,,20.14,18.31
823392,BioGaia Prodentis Kids Loz Apple 30,111266,9421908069240,,2,,27.07,24.61
823406,BioGaia Prodentis Loz Mnt 10,111248,9421908069233,,2,,11.79,10.72
823414,BioGaia Prodentis Kids Loz Apple 10,111250,9421908069257,,2,,11.79,10.72
823422,Skin Ritual GlycolicAcidToner 200ml,TONGLY200,9360939000085,,2,,16.47,14.97
823430,Oral B TBr CActn Cln U/Thn Chrc 3Pk,80813789,4902430853750,,2,,9.39,8.54
823481,SAS Sibelium 10mg Tab 150,SIBE10_PPG,,Flunarizine Dihydrochloride 10mg Tab,0,,59.4,54
823511,SAS Sibelium 5mg Tab 150,SIBE5_PPG,,Flunarizine Dihydrochloride 5mg Tab,0,,59.4,54
823538,Blistex Lip Rvt 4.25g,31174,9313501311744,,2,,5.94,5.4
823546,P/Action Diclofenac Rapid 12.5mg 20,513956,9334926006008,Diclofenac Potassium 12.5mg Tab,2,,2.86,2.6
823554,P/Action Diclofenac Rapid 25mg 20,513957,9334926006015,Diclofenac Potassium 25mg Tab,2,,2.97,2.7
823589,Isturisa Osilodrostat Tab 5mg 60,1171695,4150155662915,Osilodrostat 5mg Tab,5,,10685.55,9714.14
823597,Ursodox GH Cap 500mg 100,513521,9334926005841,Ursodeoxycholic Acid 500mg Cap,0,,256.36,233.05
823643,Dexcom G7 Sensor x1,STP-GT-013,386270004321,Pack,5,,116.81,116.81
823678,PainAway Heat Patches Reg 8Pk,PA0195,9352496002206,,2,,11.69,10.63
823686,Ezetimibe Rosuvastatin SNZ 10/5mg60,44108756,9322838013627,Ezetimibe 10mg Rosuvastatin 5mg Tab,5,,7.89,7.17
823708,Ezetimibe RosuvastatinSNZ 10/10mg60,44108739,9322838013634,Ezetimibe 10mg Rosuvastatin 10mg Tab,5,,9.41,8.55
823732,Ezetimibe RosuvastatinSNZ 10/20mg60,44108757,9322838013641,Ezetimibe 10mg Rosuvastatin 20mg Tab,5,,9.22,8.38
823740,Ezetimibe RosuvastatinSNZ 10/40mg60,44108748,9322838013658,Ezetimibe 10mg Rosuvastatin 40mg Tab,5,,10.45,9.5
823791,TouchBio Drug Test Cocaine x1,COC-ST01,9309000566259,,0,,4.9,4.45
823848,TouchBio Drug Test Cocaine x5,COC-ST05,9309000566266,,0,,12.23,11.12
823864,TouchBio Marijuana Drug Test x1,THC-ST01,9309000566273,,0,,4.9,4.45
823872,TouchBio Marijuana Drug Test x5,THC-ST05,9309000566280,,0,,12.23,11.12
823880,TouchBio 6 Panel Multi Drug Test x1,M6UR-ST01,9309000566297,,0,,12.23,11.12
823902,TouchBio 6 Panel Multi Drug Test x3,M6UR-ST03,9309000566303,,0,,22,20
823929,TouchBio 3 Multi-Drug Test Pen x1,M3SA-ST01,9309000566310,,0,,8.32,7.56
823945,TouchBio 6 Multi-Drug Test Pen x1,M6SA-ST01,9309000566327,,0,,12.23,11.12
823961,Isturisa Osilodrostat Tab 1mg 60,1171624,4150155663165,Osilodrostat 1mg Tab,5,,2699.55,2454.14
823996,Dermal Thrpy LipBalmTint ChryRed 8g,DT24003925,9329224003927,,2,,7.14,6.49
824003,Dermal Thrpy Lip Balm Tint Peach 8g,DT24003901,9329224003903,,2,,7.14,6.49
824011,Dermal Thrpy LipBalmTint RosePnk 8g,DT24003918,9329224003910,,2,,7.14,6.49
824038,Dermal Thrpy Lip Balm GrnApple 4.8g,DT24004274,9329224004276,,2,,4.2,3.82
824046,Dermal Thrpy Lip Balm Strawb 4.8g,DT24004250,9329224004252,,2,,4.2,3.82
824062,Dermal Thrpy Lip Balm W/Melon 4.8g,DT24004267,9329224004269,,2,,4.2,3.82
824089,Benzac Pwr Patch SknRestore23Pk x6 ,32979,9318637044511,,2,,83.55,75.95
824100,Prunelax Syp Lax 120ml,EX1660,7803510003904,,2,,7.13,6.48
824127,Atovacue Oral Susp 750mg/5ml 210ml,1260692,8904091138173,Atovaquone 750mg/5ml Susp,5,,1020.4,927.64
824135,Piksters Interpik I/DentalBrush60Pk,SUGI60,9336628013766,,2,,3.23,2.94
824178,Herb/Ess SPoo Repl Rosehips 400ml,80728975,4987176162175,,2,,8.31,7.55
824186,Herb/Ess Cond Repl Rosehips 400ml,80728976,4987176162182,,2,,8.31,7.55
824194,Herb/Ess SPoo Moist Bal Cham 400ml,80728974,4987176162168,,2,,8.31,7.55
824208,H&S SPoo ADand Bare Pure Cln 400ml,80819217,4987176279439,,2,,17.04,15.49
824232,H&S SPoo ADand Bare Sthng Hyd 400ml,80819218,4987176279446,,2,,17.04,15.49
824240,Pantene SPoo Clfy&Hydrate 375ml,80827503,4987176290519,,2,,9.21,8.37
824267,Pantene Cond Hydrate&Glow 350ml,80827505,4987176290533,,2,,9.21,8.37
824291,Pantene Cond MiraKera SlkSmth 350ml,80778338,4987176232519,,2,,9.21,8.37
824313,Pantene SPoo MiraKera SlkSmth 375ml,80778342,4987176232557,,2,,9.21,8.37
824321,Mineralyte Conc Drps 50ml,3900100,9357256020322,,2,,15.25,15.25
824364,Mineralyte Conc Drps 125ml,3900101,9357256000270,,2,,21.79,21.79
824380,Mineralyte Drink U/Flavr 500ml ,3900102,9357256020094,,2,,8.18,8.18
824399,Mineralyte Drink U/Flavr 1 Ltr,3900105,9357256020049,,2,,11.28,11.28
824402,Mineralyte Drink LemLim 500ml,3900103,9357256020179,,2,,9,8.18
824429,Mineralyte Drink Bbry 500ml ,3900106,9357256020209,,2,,9,8.18
824437,Mineralyte Drink LemLim 1Ltr,3900104,9357256020148,,2,,12.41,11.28
824453,Mineralyte Drink Bbry 1Ltr,3900107,9357256020254,,2,,12.41,11.28
824461,Neutrogena T/Gel SalicA SPoo 200ml,79642598,9300607563719,,2,,15.53,14.12
824488,Dexmedetomidine Viatris200mcg/2ml 5,400570575,9323610017451,Dexmedetomidine Hydrochloride 200mcg/2ml Inj Vial,6,,381.54,346.85
824518,L/Plast Low Adhert Ster 5cmx5cm Bx5,76172-02,6942327015180,,2,,6.27,5.7
824526,L/Plast LowAdhertSter 10cmx10cm Bx5,76172-03,6942327045835,,2,,14.49,13.17
824534,L/Plast Low AdhertSter 5cmx5cm Bx50,76172-04,6942327030749,,2,,47.08,42.8
824550,L/Plast LowAdhertSter10cmx10cm Bx50,76172-05,6942327061156,,2,,107.79,97.99
824577,L/Fix 2124 Snap Roll Tape 5cmx5m,02124-00,4042809029031,,2,,17.77,16.15
824585,Medsurge Magn Sulf 50% 2.5g/5ml x10,MAG505,9346438001303,Magnesium Sulfate Heptahydrate 50% Inj Amp,6,,43.07,39.15
824593,Halmed Paraffin Sft Wht Tube 50g,HK3413,9349408003413,White Soft Paraffin 50g Oint,2,,4.13,3.75
824615,NL L-Theanine + Magn Cap 60,NS3883,9400581053883,,2,,37.2,33.82
824623,NL Magn Glycinate Cap 60,NS3999,9400581053999,,2,,24.79,22.54
824631,NL Magn Glycinate Cap 120,NS4002,9400581054002,,2,,40.94,37.22
824658,NL Rapid-C 500mg Chew Tab 120,NS3821,9400581053821,,2,,27.19,24.72
824674,NL HiStr Vit C+D+Zinc Chew Tab 120,NS4019,9400581054019,,2,,31,28.18
824682,Skin Control GlassFaceMask Cllgnx12,SC041,9312426007428,,0,,126.14,114.67
824690,Skin Control GlassMask Hya/Acid x12,SC040,9312426007411,,0,,126.14,114.67
824704,Skin Control Pmpl Party Pk 36 x 24,SC023,9312426007145,,0,,180.4,164
824720,Skin Control Pmpl PatchGlossy 36x12,SC042,9312426007435,,0,,90.2,82
824739,Skin Control PmplPatchFullFace 5x24,SC024,9312426007152,,0,,252.27,229.34
824747,Skin Control D/Spt Fade Patch 9 x12,SC017,9312426007060,,0,,126.14,114.67
824755,Gem Deod W/Melon Frsh 127g,GEMWMELON127,9356892001153,,2,,7.37,6.7
824763,Gem Deod Mango CConut Crm 127g,GEMMANGOCC127,9356892001160,,2,,7.37,6.7
824771,Gem Deod Roasted Almd and Toff 127g,GEMALMONDTOF127,9356892001382,,2,,7.37,6.7
824860,Pharmacor Sumatriptan 50 Tab Blst 4,855143,9339218001174,Sumaptriptan 50mg Tab,5,,6.79,6.17
824879,Skin Control Pmpl MicroDart 9 x 12,SC016,9312426007008,,0,,126.14,114.67
824887,Skin Control Pore Patch 6 x 12,SC104,9312426007053,,0,,126.14,114.67
824895,Skin Control WnklRevFaceRet  24 x12,SC032,9312426007299,,0,,126.14,114.67
824909,Gem Deod Gtea and Ccmbr 127g,GEMGREENTEACC127,9356892001177,,2,,7.37,6.7
824917,Gem ROn Deod Van Mcdma 50ml,GEMROLLVANILLA50,9356892001849,,2,,3.86,3.51
824933,Gem ROn Deod CConut Van 50ml,GEMROLLCOCO50,9356892001856,,2,,3.86,3.51
824968,Gem FragMist BodyHair W/Melon 90ml,GEMMISTWMELON90,9356892001191,,2,,8.43,7.66
824976,Gem FragMist BodyHair VanMcdma 90ml,GEMMISTVANILLA90,9356892001184,,2,,8.43,7.66
824984,Gem ROn Deod Santal 50ml,GEMROLLSANTL50,9356892001870,,2,,3.86,3.51
824992,Gem FragMist BodyHair Santal 90ml,GEMSANTAL90,9356892001207,,2,,8.43,7.66
825018,New Beginnings BrstCare HotCold 2Pk,NBBCB2,9314889620350,,2,,18.57,16.88
825034,Nexcare FlexiTextileTape 12.5mmx4.2,UU012295778,4064035064839,,2,,5.87,5.34
825042,Bandaid Wproof Clr Reg Strp 20,79644541,9300607181159,,2,,3.96,3.6
825050,Bandaid Wproof Clr Lge Strp 10,79644542,9300607181166,,2,,3.96,3.6
825077,Bandaid Wproof Clr XL Pads 6,79644543,9300607181173,,2,,10.3,9.36
825085,GO2 Dentagenie Tongue Clnr 20Pk x 5,GO2Tong,9342475110213,,2,,17.82,16.2
825093,L/Plast LowAdhertSter10cmx20cm Bx50,76172-06,6942327030268,,2,,135.53,123.21
825115,L/Plast L/Med Skn Sens 5x7.2 20Pk,71239-00,4042809594355,,2,,22.86,20.78
825166,Paralgin Tab 500mg Blst 100,7006889,9350299013290,Paracetamol 500mg Tab,5,,1.84,1.67
825174,Abevmy 400mg/16ml Inj Vial x1 S100C,44123476,8905056006919,Bevacizumab 400mg Inj Vial,5,,233.87,212.61
825182,Chlorhex 0.1% Irrig Amp 30ml x30 PF,1180617,9316795000295,Chlorhexidine Gluconate 0.1% Liq,6,,104.51,95.01
825344,Dr SC Frz Away Max Wart Rem Kit,9038254,5056585803555,,2,,22.45,20.41
825360,Erlotinib ARX Tab 25mg Blst 30,101479,9338475324293,Erlotinib Hydrochloride 25mg Tab,5,,148.27,134.79
825379,Metvant Oint 0.1% 15g,1261284,9338689003991,Methylprednisolone Aceponate 0.1% Oint,5,,5.85,5.32
825409,Metvant Fatty Oint 0.1% 15g,1261315,9338689004004,Methylprednisolone Aceponate 0.1% Oint,5,,5.85,5.32
825441,Panadol Rapid Cplt 40 CUnit PPk,6E+13,,Paracetamol 500mg Cap,2,,202.39,183.99
825468,BS GetGlowin Bright VitC Moist 50ml,BS005,810020176056,,2,,13.65,12.41
825484,StrataXRT Rad Derm Gel 10g,1180444,7640140194721,,2,,46.17,41.97
825557,Zavedos 10mg/10ml Inj Vial Glass,F000058172,5415062109083,Idarubicin Hcl 10mg/10ml Inj Vial,6,,72.74,66.13
825611,DermaAngel Pore Clr Pads 65 Pk,BH 1010,4719745073779,,2,,10.52,9.56
825638,DermaAngel AcneCare Intnsv Gel 10ml,BH 1011,4719745010323,,2,,9.09,8.26
825689,DermaAngel AcneCare LghtngSerum10ml,Bh 1012,4719745016035,,2,,10.52,9.56
825697,Hey Bud Hemp Acne BWash 350ml,HBS-0027,796548760147,,2,,12.34,11.22
825727,Hey Bud Hemp Acne B/Ltn 350ml,HBS-0028,796548760178,,2,,12.34,11.22
825808,Hey Bud Crmd Hemp Rep Serum 25ml,HBS-0030,796548760192,,2,,27.43,24.94
825824,Hey Bud Peptide HempFirm Serum 30ml,HBS-0031,796548760239,,2,,27.43,24.94
825832,Hey Bud AHA Hemp Exfol Toner 150ml,HBS-0032,796548760253,,2,,20.56,18.69
825875,Hey Bud CllgnHempNeckFirmSerum 30ml,NESE30FG,796548760369,,2,,27.43,24.94
825883,Hey Bud KA A/Abtn PigTreat 30ml,PITR30FG,796548760352,,2,,27.43,24.94
825891,Hey Bud Eye Crm 15ml,EYE CREAM,794712977971,,2,,20.54,18.67
825980,Bushman Plus Aero 350g,BP0350A,9317934993508,,2,,17.2,15.64
826006,N/Own Evening Calm Tab 60,2076,9316090020769,,2,,19.04,17.31
826014,Bisolvon Chesty Liq 200ml,354153,9351791002010,,2,,16.62,15.11
826170,Bright Wipe ScreenClnr Gel&Cloth x6,SWSC120G,9419844137055,,2,,72.18,65.62
826243,APH Terbinafine AfungCrm 10mg/g 15g,101571,9338475324934,Terbinafine Hydrochloride 1% Crm,2,,6.72,6.11
826251,Allevyn GB Lite 15x8cm x10,66800837,5000223475567,,2,,61.04,61.04
826278,ARX Pirfenidone Tab 801mg Blst 90,7006865,9350299012101,Pirfenidone 801mg Tab,5,,526.56,478.69
826286,ARX Pirfenidone Tab 267mg Blst 90,7006864,9350299012095,Pirfenidone 267mg Tab,5,,175.52,159.56
826294,N/Own Muscle Relax Nght Tab 120,2083,9316090020837,,2,,29.58,26.89
826669,Xylocaine Disp Shrt Nozzle 50x120mm,7839,9331134929389,,2,,144.52,131.38
827185,Poise Livefree Pad Reg 14 x 4,91830,9310088018417,,2,,24.23,24.23
827193,Poise Livefree Pad Super 12 x 4,91831,9310088018424,,2,,24.23,24.23
827207,Poise Livefree Pad Reg Wing 14 x 4,91832,9310088018431,,2,,24.01,24.01
827215,Poise Livefree Pad Super Wing 12 x4,91833,9310088018448,,2,,24.01,24.01
827223,Kotex U Zero Reg Wing 12 x 6,91454,9310088018349,,2,,30.14,30.14
827266,Kotex U Zero Super Wing 10 x 6,91455,9310088018356,,2,,30.14,30.14
827312,Tevimbra 100mg/10ml Inj Vial  S100C,1260305,9358990000014,Tislelizumab 100mg/10ml Inj Vial,5,,3733.11,3393.74
827320,Medescan Rbow Mist USonic Humidifer,RMD0125,9352570001170,,2,,91.67,83.34
827339,Medescan RbowMistUlt 5in1 Humidifer,RMU0125,9352570001132,,2,,85.31,77.55
827347,Medescan Fast Scan Therm x10,YD-205,9352570000326,,2,,177.38,161.25
827355,E/Plast Confm Band 6cm x 2m,48657-00000-46,42438953,,2,,2.41,2.19
827398,E/Plast Confm Band 8cm x 2m,48658-00002-46,42438946,,2,,3.17,2.88
827460,E/Plast Cmfrt Ankle Supp Lge XL,48838-02010-48,4005800353765,,2,,13.76,12.51
827479,E/Plast Blst Plast Mix 5Pk,48834-00002-48,4005800344664,,2,,8.37,7.61
827495,L/Med Skn Sens 8x10cm x20,71239-01,4042809594386,,2,,39.56,35.96
827509,Jobst Trvl Sock Size 1 Bge,78844-12,4042809259902,,2,,36.69,33.35
827517,Jobst Trvl Sock Size 1 Blk,78844-07,4042809140156,,2,,36.69,33.35
827525,Athelite Beast Muscle BathTab 2Pk,243,9326628261120,,2,,13.48,12.25
827533,Surg Bas Adv Foam EPgs 4Pr,SB5001,9312061450016,,2,,6.66,6.05
827541,Surg Bas Quiet Nght Foam EPgs 5Pr,SB5002,9312061450023,,2,,6.66,6.05
827576,Surg Bas Sil Soundguard EPgs 3Pr,SB5010,9312061450108,,2,,8.33,7.57
827614,Surg Bas Univ EPgs 1Pr,SB5011,9312061450115,,2,,4.17,3.79
827649,Steqeyma P/F Syr 90mg/ml x1,102159,9356004000418,Ustekinumab 90mg/ml Inj,6,,4492.61,4084.19
827665,Steqeyma P/F Syr 45mg/0.5ml x1,102160,9356004000401,Ustekinumab 45mg/0.5ml Inj,6,,4492.61,4084.19
827673,Optesol Gen Sal 500ml,NOR050,9351209000393,,2,,6.15,5.59
827746,Optesol Intnsv MPurp Soln 360ml,NOR430,9351209000386,,2,,10.38,9.44
827754,Optesol Senstn All InOne Soln 360ml,NOR427,9351209002670,,2,,15,13.64
827789,Optesol Cln Contact Lens Clnr 40ml,NOR425,9351209002656,,2,,15.76,14.33
827851,Optesol Fine MPurp Condg Soln 100ml,NOR426,9351209002663,,2,,15.76,14.33
827886,Optesol TPeutic Heat Eye Mask,NOR518,9351209001543,,2,,17.66,16.05
827894,Optesol E/Lid Clns Wipes 30Pk,NOR517,9351209001536,,2,,17.66,16.05
827967,Breath A Tech Port Neb Mdcn Cup,BAT_NEB_CUP_V3,9334258003171,,2,,49.94,49.94
827975,Hismile TPaste Ice Pop 60g,40043-IP,93573160,,2,,11.19,10.17
828009,Hismile TPaste Chupa Chups Cola 60g,40022-CL,93573047,,2,,12.9,11.73
828025,Hismile TPaste ChupaChupsStrawb 60g,40023-SW,93573054,,2,,12.9,11.73
828033,Hismile TPaste The Simpsons 60g,40069-SO,93575485,,2,,12.9,11.73
828068,Hismile TPaste A+ Wht 100g,10051-AT,9359407001532,,2,,12.9,11.73
828084,Hismile Elect TBr The Simpsons,41026-ET-SO,9359407001471,,2,,67.9,61.73
828114,Hismile ElectTBrHeadRF Simpsons Pk1,43037-BP-SO,9359407001495,,2,,9.46,8.6
828130,Hismile MWash Foam Bl Rasp 45ml,53002-FM-BR,93576055,,2,,11.19,10.17
828149,Hismile MWash Foam Grape BGum 45ml,53003-FM-GB,93576062,,2,,11.19,10.17
828203,Hismile MWash Foam W/Melon 45ml,53004-FM-WM,93576079,,2,,11.19,10.17
828211,Trust Ibuprofen 200mg Tab 24,855085,9339218002317,Ibuprofen 200mg Tab,2,,2.13,1.94
828238,Snorel Snoring Rlf Strp 10Pk,NOR015,9351209000515,,2,,8.12,7.38
828262,Snorel Snoring Rlf Strp 30Pk,NOR013,9351209000430,,2,,16.25,14.77
828289,Omjjara Tab 100mg 30,6E+13,9322147003265,Mometasone Furoate Monohydrate 100mg Momelotinib 100mg Tab,5,,6261.11,5691.92
828297,Omjjara Tab 150mg 30,6E+13,9322147003258,Momelotinib 150mg Tab,5,,6261.11,5691.92
828300,Omjjara Tab 200mg 30,6E+13,9322147003135,Momelotinib 200mg Tab,5,,6261.11,5691.92
828319,Tolvaptan Lupin Tab 15mg+45mg 56,419692,9334926006060,Tolvaptan 15mg+45mg Tab,0,,609.59,554.17
828335,Tolvaptan Lupin Tab 30mg+60mg 56,419693,9334926006077,Tolvaptan 30mg+60mg Tab,0,,609.59,554.17
828386,Tolvaptan Lupin Tab 30mg+90mg 56,419703,9334926006084,Tolvaptan 30mg+90mg Tab,0,,609.59,554.17
828408,Rivaroxaban Lupin Tab 2.5mg 60,419191,9334926005759,Rivaroxaban 2.5mg Tab,0,,38.87,35.34
828645,Nivea Deod Aero Dctrl Def 250ml,91767,4005800363016,,2,,7.73,7.03
828653,Nivea Deod ROn Dctrl Def 50ml,91768,4006000170404,,2,,4.44,4.04
828661,Nivea Men Deod Aero Dctrl Def 250ml,98952,4006000167992,,2,,7.73,7.03
828696,Nivea Men Deod ROn Dctrl Def 50ml,98952,4006000169194,,2,,4.44,4.04
828718,Prasugrel Lupin Tab 5mg Blst 28,513937,9334926005643,Prasugrel 5mg Tab,0,,57.75,52.5
828726,Fenofibrate Lupin Tab 48mg 60,413269,9334926004721,Fenofibrate 48mg Tab,0,,5.49,4.99
828734,Fenofibrate Lupin Tab 145mg 30,413270,9334926004738,Fenofibrate 145mg Tab,0,,8.22,7.47
828742,Rivaroxaban Lupin Tab 10mg Blst 30,419190,9334926005773,Rivaroxaban 10mg Tab,0,,44.04,40.04
829021,Litak Inj 10mg/5ml Vial x1    S100C,400551116,9323610015082,Cladribine Inj 10mg/5ml Vial,5,,472.63,429.66
831719,Depo Medrol 40mg 1ml 5,152988,9313212105519,Methylprednisolone Acetate 40mg/ml Soln,5,,15.92,14.47
831743,Depo Nisolone 40mg 1ml 5,152966,9313212105526,Methylprednisolone Acetate 40mg Soln,5,,15.92,14.47
831921,Resource Prtn Van 4x200ml x6,12075869,7613032163693,,8,,103.68,103.68
832006,Resource Thick Up Clr 125g x12,12132987,,,8,,154.22,154.22
